Product Name,Current Price,Old Price,Discount,Rating,Image URL,Mall Store
Bluetooth Mini In-Ear Super Long Standby Universal Headset 1 piece,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Luxury Leather Flip Case Anti-Shock Anti-Fall Card Leather Case Protective Phone Shell Cover for iPhone 12 Phone Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Slim Cover For Lenovo Tab M10-HD,"KSh 3,165","KSh 7,913",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Hot 12 Play Case, Slim Smooth Soft Silicone Shockproof Anti-Figerprint Case Cover For Infinix Hot 12 Play",KSh 571,"KSh 1,428",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Moto G Power 2021 Case, Shockproof Anti-slip Rugged Bumper [Built-in Screen Protector] 360° Full-body Protection Case Cover For Motorola Moto G Power 2021",KSh 916,"KSh 2,290",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Moto G Stylus 5G 2021 Case, Hybrid Soft Silicone Hard PC Back Bumper 3 In 1 Rugged Heavy Duty Shockproof Protection Case Cover For Motorola Moto G Stylus 5G 2021","KSh 1,099","KSh 2,748",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Samsung Galaxy A23 Case, Soft TPU Built-in Screen Protector Full Body Protection Case Cover For Samsung Galaxy A23","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Suede Leather Case For Huawei Mate 40 Pro,KSh 428,"KSh 1,069",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"For LG G3 Mini , Fashion Tree Protective Stand Wallet Purse Credit Card ID Holders Magnetic Flip Folio TPU Soft Bumper PU Leather Ultra Slim Fit Case Cover","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Creative Flower Square Electroplating Silicone Phone Case for Tecno Spark GO 2022 Sparck 8C Soft Back Cover-Pink,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy Note 10 Case, Slim Hybrid Litchi Skin Grip Scratch Resistant TPU Bumper Glass Lens Protective Case Cover For Samsung Galaxy Note 10","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Caseme Cover Case  For Samsung Galaxy S10 5g,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Contast Color Armor Case for OPPO R11 Cartoon One Piece Clear Hard PC Case Frosted Slicone Bumper Phone Cover-Green,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Creative Simplicity Square Electroplating Phone Case for iPhone 13 Pro Max Soft TPU Silicone Lens Protection Back Cover-Green,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
10 PCS Camera Lens Cover For Samsung Galaxy A71 5G SM-A716(Black),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenuo LeArmor Case for Motorola Moto G Stylus 5G 2021,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"For Samsung Galaxy A32 4G Case,Metal Ring Magnetic Kickstand Dual Layer Protective Case","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A13 4G Case, Marble Pattern PU Leather Wallet Card Slots Flip Stand Cover With Hand Strap For Samsung Galaxy A13 4G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Luxury Rhinestone Bracelet Phone Case for OPPO A93 4G F17 Pro Wrist Strap Case Square Plating Back Cover-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
New Ultra Slim Matte Soft TPU iPhone 7 Case With Dust Plug - Black,KSh 699,KSh 799,13%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Xiaomi Redmi Note 11 Pro Plus Soft TPU Phone Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case For Xiaomi Mi 10i 5G Case Leather Wallet Flip Cover Case - Blue,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case For Samsung Galaxy S22 Ultra 5G PU Leather Flip Wallet Zipper Case Card Slots Stand Cover,"KSh 1,723","KSh 4,308",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
SIM Card Tray + SIM Card Tray For Sony Xperia XA1 Ultra / Xperia XA1 (Gold),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
P47 Wireless Bluetooth Headphones Foldable Bass Headphones,KSh 880,"KSh 1,580",44%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Samsung Galaxy A03S Case Soft 6D Plating Phone Back Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A23 Case, Crystal Transparent Hard PC Bumper Case With Detachable Camera Protection Cover For Samsung Galaxy A23","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Huawei Mate 20X Case Alligator Square Silicone Phone Cover,KSh 284,KSh 710,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Transparent Battery Back Cover With Camera Lens Cover For Samsung Galaxy S10+ SM-G9750 G975F(Transparent),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2 PCS Earphone Cushion Cover For JBL Tune 600BTNC,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Sports Headphones UK-version A3 True Wireless Earbuds Office,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
3Pcs Tempered Glass For Motorola Moto G8 Power G9 E6 Play E7 Plus E 2020 HD Clear Screen Protector For G Fast G Stylus One Macro,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Infinix Note 12 Case Hard PC Phone Case,KSh 270,"KSh 1,077",75%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Painted Stitching Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Easy Replacement Big Camera Hole Glass Back Battery Cover With Adhesive For IPhone X(Black),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TWS Wireless Earbuds Bluetooth Earphone With Mic Headset M10,KSh 500,"KSh 1,000",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wireless Fingerprint Touch Bluetooth 5.0 Earphone With Mic,KSh 500,"KSh 1,000",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Stereo Bluetooth Headphones Classic Earbuds Cancelling Noise,KSh 590,KSh 870,32%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Realfit E3 Bluetooth TWS Headset,KSh 799,"KSh 1,299",38%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Photography Tripod 14 Adjustable Buckle Aluminum Tube Rack,"KSh 1,090","KSh 1,570",31%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Smart 8, 6.6"", 64GB + 3GB RAM, 5000mAh, 4G, DUAL SIM - Crystal Green (1YR WRTY)","KSh 11,499","KSh 15,999",28%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cell Phone Stand Aluminum Alloy Foldable Tablet Phone Holder for Desk,KSh 888,"KSh 1,776",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wireless On-Ear Headset Headphone With Microphone HiFi BT5,"KSh 2,588","KSh 5,176",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wireless On-Ear Headset Headphone With Microphone HiFi BT5,"KSh 2,588","KSh 5,176",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cell Phone Running Sports Armband Water Resistant 6.8 Inch,"KSh 1,188","KSh 2,376",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Car Rearview Mirror Phone Holder Rotatable And Retractable,"KSh 1,688","KSh 3,376",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Type-C OTG Adapter Connector Fast Charging Aluminum-Silver,","KSh 3,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Apple Fast Charger For Iphone X Compatible With 5,6,7","KSh 1,500",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
P47 Wireless Bluetooth Music Headphones-WHITE,KSh 600,"KSh 1,100",45%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Case for S20FE rose gold Card insert leather lanyard creativity No289354,","KSh 1,200",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Black Privacy Tempered Glass On IPhone 13 12 11 Pro XS Max X XR Anti Spy Screen,KSh 699,KSh 999,30%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Phone Case For Tecno Pop 7 Pro Cartoon Cat,KSh 500,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Tempered Screen Protector Film For Garmin Forerunner 235 0.26mm 2.5D.,",KSh 600,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Touch Panel For OPPO A57,",KSh 800,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fashion Lightning Data PD Type C Fast Charger Cable IPhone Apple,KSh 599,KSh 999,40%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Samsung Galaxy A72 5G Case Watercolor Square Silicone Phone Cover-Green,KSh 400,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"P47 P47, 5.0, Wireless Bluetooth Headphones.",KSh 599,"KSh 1,100",46%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Samsung A70 Cute Anime PU Leather Silicone Back Case Cover,KSh 400,KSh 607,34%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2 In 1 USB Bluetooth 5.0 Audio Transmitter Receiver-Black,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Tecno 24FT Replacement Battery,"KSh 1,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Earhook Bluetooth Earphone Wireless Headset IPX7,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Caseme Flip Case Cover For Samsung Galaxy A14..,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenuo for Motorola Moto G10 / G20 / G30 Ring Stand Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A13 4G Case, Slim Smooth Soft Silicone Shockproof Anti-Figerprint Case Cover For Samsung Galaxy A13 4G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A13 4G Case, Rugged Protection Case With Slide Camera Cover & Ring Holder Stand For Samsung Galaxy A13 4G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Back Cover With NFC For LG G3 (Dark Blue),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Self-adhesive Portable Silicone USB Cable Winder Wire-White,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case For Samsung Galaxy A80 3 In 1 Hard PC Case - Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Samsung Galaxy S7 Active Pressed Flowers Butterfly Pattern Horizontal Flip Leather Case With Holder & Card Slots & Wallet & Lanyard(Black),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Redmi Note 11 Pro 5G Case Soft Butterfly Phone Back Cover.,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
JIUMOO Infinix Zero 5G Case Mickey Mouse Back Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Black Phone Case For OPPO R17 Full Soft Phone Back Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Replacement USB Charger Clip Charging Dock For Huawei Honor Band 3 Pro/4/5/B19-Black,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Huawei P50 Pro Case, Hybrid Translucent PC TPU Bumper Ring Holder Stand Rugged Protective Cover For Huawei P50 Pro","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Silicone Case For   CE Calculator Extra Soft Cover Transparent Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Note 12 G96 Case, Slim Smooth Soft Silicone Shockproof Anti-Figerprint Case Cover For Infinix Note 12 G96","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Vivo X50 3D Curved Edge Full Screen Tempered Film,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"OPPO Reno 2 Silicone Case, Slim Silicone Rubber Shockproof Cover For OPPO Reno 2","KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Silicone Phone Case For Samsung Galaxy A14 5G,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Google Pixel 4 XL Case, Heavy Duty Hybrid Hard PC Soft TPU Rugged Bumper 3 In 1 Protection Case Cover For Google Pixel 4 XL","KSh 1,099","KSh 2,748",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
6D Electroplate TPU Case  For Xiaomi Redmi Note 12 Pro Speed,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Silicone Case For Tecno Camon 19..,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Hot 12 Play Case, Butterfly PU Leather Flip Wallet Card Slots With Hand Strap, Stand Cover For Infinix Hot 12 Play / Hot 12 Play NFC/X6816C","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case For Realme C35 Back Cover Luxury Slim Casing,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2 PCS 0.26mm 9H 2.5D Tempered Glass Film For OnePlus 6,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Tempered Glass Case for Infinix Smart 5 Hot 10 Lite Phone Case Lovely Pooh Bear Cover Casing-Pink,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
IPhone 6S Case Square Silicone Phone Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Huawei Mate 40 Pro Plus Case,LaimTop Fashionable Moire Embedded Iron Plate Ring-free Bracket Phone Case (Compatible With Magnetic Car) For Huawei Mate 40 Pro Plus","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Infinix Smart 5 Pro Case Soft Butterflies Girl Phone Back Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Cute Black Pikachu Lambskin Case for Infinix Smart 5 Hot 10 Lite Soft Shockproof Protective Phone Cover-Black,",KSh 371,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
5Pcs Card Pin Universal Anti-lost 12mm Mobile Phone SIM Card Remover Tray Eject Tool For Tablet-Black..,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Huawei P30 Lite Case, Slim Flip PU Leather Magnetic Closure Card Holder Stand Shockproof Case Cover For Huawei P30 Lite","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For IPad Pro 11 2021 / 2020 / 2018 Tablet Screen Paperfeel Protector,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Ceramic Iphone X Ceramic Matte Screen Protector,KSh 700,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Case For Tecno Camon 17 Pro Case, Butterfly PU Leather Flip Wallet With Hand Strap, Stand Cover",KSh 811,"KSh 2,028",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Itel P37 Pro Case Astronaut Square Silicone Phone Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Suitable for Amazon Fire HD 8-2020 Protective Cover Flip,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
iPhone XS Max Full Protective Shockproof Phone back cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Luxury Electroplated Square Frame Silicone Case on for Infinix Note 12 Pro 5G Silhouette Mickey Soft Phone Cover-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Honor X7 Case, Heavy Duty Protective Case With Ring Kickstand And Sliding Camera Cover For Honor X7",KSh 763,"KSh 1,908",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Leather Case For OPPO Reno4 Pro 5G, Vintage Flip Wallet Card Slots Magnetic Closure TPU Inner Stand Cover For OPPO Reno4 Pro 5G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Duffy Star Delu Electroplated Cover Case for Infinix Note 12 Pro 5G Square Frame Soft Silicone Back Cover Casing-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Card Wallet Flip Cover For Tecno Camon 19 Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
DOONJIEY 1080P HDTV HDMI-compatible To VGA Male 15Pin-,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy M53 Case, Slim Silicone Rubber Shockproof Protective Cover With Ring Holder Stand For Samsung Galaxy M53","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Silicone Anti-shock Wireless Earphone Full Protective Cover Case -Black,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
LBC  For Infinix Hot 20i Soft Phone Case Phone Back Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"IPhone 13 Pro Max Case, Hybrid Soft Silicone Hard PC Back Bumper 3 In 1 Rugged Shockproof Protection Case Cover For IPhone 13 Pro Max","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Leather Card Wallet Flip Cover For Infinix Hot 20i/X665C,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case For Itel P36 Play Back Cover Luxury 6D Casing,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Ceramic IPhone 11 Ceramic Screen Protector,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Silicone Case Cover For Samsung A32 4g,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"IPhone 13 Mini Case, Heavy Duty Protective Case With Ring Kickstand And Sliding Camera Cover For IPhone 13 Mini","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
