Product Name,Current Price,Old Price,Discount,Rating,Image URL,Mall Store
G11 Wireless Fingerprint Touch Gaming Bluetooth Headset,KSh 899,"KSh 1,699",47%,3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Mobile Phone Cooling Fan, Fast, Retractable Design",KSh 688,"KSh 1,133",39%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Att AT&T InEar Earphones Gift Headsets Earbuds-Purple,KSh 399,KSh 599,33%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"C Idea 9 Inches Android 12 Tablets WiFi 256GB ,1280 * 800,8000mAh Battery Tablet Purple","KSh 10,000","KSh 19,999",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Fashion Armband Gym Sport Arm Band Case Up To 4.3 Inch Phone Mobile,KSh 379,KSh 631,40%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Gimbal Camera Stabilizer For Shooting Free Fill Light,"KSh 2,350","KSh 4,599",49%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Xdobo Bluetooth Speaker Protable X1 5W IPX5 + Free Gift X1 Speaker,"KSh 2,592","KSh 3,564",27%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
M41 Can Display Sports Fitness Noise Reduction Bluetooth Headset,"KSh 1,080","KSh 1,739",38%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Iworld Fast Charging 3.1A, 1.2m Micro Cable (Compatible With All Phones/Tabs With Micro Port, One Cable)",KSh 250,,,4.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Heavy Duty Protection Armor Phone Case For Samsung Galaxy S22 S21 Note 20 S20 Ultra 8 9 S8 S9 S10 Plus Lite E Shockproof Cover-Black Phone Case,"KSh 2,752","KSh 6,879",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Nokia RUGGED BACK CASE FOR NOKIA T20,BLUE-ORIGINAL (1YR WRTY)","KSh 1,999","KSh 2,999",33%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"HAWEEL DIY 4x 18650 Battery Portable 10000mAh Power Bank Shell Box with 2x USB Output and Display for iPhone, Galaxy and other Smartphones, Battery Not Included(White)","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Smart Touch Control Wireless Bluetooth Compatible Headset Waterproof LED Display,KSh 799,"KSh 1,450",45%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Refurbished Oppo A83 4GB+64GB 4G LTE Dual SIM 5.7"" Display - Face Unlock-Black,","KSh 17,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Suitable For Youtube TikTok Video Live Broadcast Ring Light,KSh 860,"KSh 1,333",35%,3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Note 12i Case, Slim Embossed PU Leather Flip Stand Wallet Card Slots Case Cover For Infinix Note 12i 6.82"" X6819","KSh 1,090","KSh 1,690",36%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Awel Awei MiniRadio Stereo Bluetooth Speaker Waterproof,"KSh 1,819","KSh 2,830",36%,4.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Freeyond M5,8GB+128GB,6.52"", 50MP,4G Smartphone 5000mAh Dual SIM Android Phone,Black","KSh 13,900","KSh 25,761",46%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Edifier W240TN Bluetooth Headset Dual Dynamic Driver Up To Bluetooth V5.3,"KSh 7,995","KSh 8,999",11%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TPU Phone Case For Alcatel 1(Pudding Black),KSh 125,"KSh 2,000",94%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Tecno F1 Battery (BL-20JT),KSh 900,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
C Idea 10.1 Inch Android Tablet PC 12 Dual Camera 8GB RAM 512GB Bluetooth Fntastic Green,"KSh 13,999","KSh 21,000",33%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Tecno Camon 19 Neo Case, Slim Smooth Soft Silicone Shockproof Anti-Figerprint Case Cover For Tecno Camon 19 Neo",KSh 358,KSh 896,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
X58 Ouch Clip Digital Display BluetoothEarphones 5.3 -black,KSh 499,KSh 899,44%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Pro6 Bluetooth  Wireless Headphones Sports Earbuds,KSh 668,"KSh 1,100",39%,2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
T55 Full Touch Screen Watch 2 Strap Combinations,"KSh 1,024","KSh 1,680",39%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wireless Bluetooth Headsets TWS Deep Bass Stereo Headset,KSh 860,"KSh 1,600",46%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
(Clear)Luxury Brand Shiny Glitter Clear Phone Case For IPhone 13 Pro Max 2021 12 Mini 11 13Pro 12Pro 11Pro Cute Silicone Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wifi Signal Flex Cable Line For IPhone 4S,KSh 75,"KSh 2,000",96%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
C Idea 10.1 Inch Android Tablet PC 12 Dual Camera 8GB RAM 512GB Bluetooth Fntastic Gray,"KSh 13,999","KSh 21,000",33%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Portable Selfie Stick 4+1selfie Light Retractable Phonestand,KSh 549,KSh 784,30%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Tablet Case for Samsung Galaxy Tab A6 7.0 SM T280 T285 TPU and PC Tire Pattern Cover for Samsung Galaxy Tab A A6 2016 7.0 Cases(Red) YKXD,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Toumi HW20 New Business Smart Watch ECG+PPG Multiple Functions,"KSh 3,360","KSh 3,841",13%,3.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
LASA 360 Rotating Aluminum Alloy Phone Tablet Stand Holder Mount Silver,"KSh 2,495","KSh 2,950",15%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Samsung Galaxy S20 Case,PU Leather Wallet Card Slots Stand Case",KSh 480,"KSh 1,199",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
121 New Xiaomi Redmi Note 11s/Note 11 4G Leather Flip phone case Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo 18W Dual Output 3 Ways Play Music Digital Display,"KSh 1,000","KSh 1,850",46%,3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bone Conduction Ear Clip Headphone Noise Reduction Earplugs,KSh 990,"KSh 1,725",43%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
T55 Full Touch Screen Watch 2 Strap Combinations,"KSh 1,024","KSh 1,680",39%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bluetooth Earphone In-ear Wireless Sports,KSh 737,"KSh 1,006",27%,3.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Edifier TWS1 Pro2 Bluetooth Headset Aptx Bluetooth V5.3,"KSh 6,999","KSh 8,999",22%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Leather Phone Case For Infinix Smart 6(Red),KSh 699,KSh 999,30%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
AMOLED Touch Screen Digitizer For Samsung Galaxy S6-Golden,KSh 800,"KSh 2,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo Traveler Link 27 27000mAh 12W Power Bank,"KSh 4,600","KSh 6,000",23%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Binaural Stereo Low Latency Gaming Calling Music Bluetooth Headset High Quality Gaming Headset,KSh 969,"KSh 1,899",49%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Ample Type C to Type C Cable - White,KSh 399,,,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Silicone S For  Watch Band-44 Girl Powder,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"UMIDIGI A5 Pro, 6.3"", 32GB + 4GB RAM (Dual SIM), LTE, - Breathing Crystal","KSh 20,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
HIBOOK Tablet Special Rotating Axis Magnetic Suction Keyboard For WMC0324H(Grey),KSh 800,"KSh 2,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo LP7 Bluetooth Hands-Free Dual Stereo Bass Headset Black,"KSh 2,399","KSh 2,999",20%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
3D Curved Lens Protector For Samsung Galaxy S21 S20 S20FE Ultra Plus 5G Camera Cover For Samsung Galaxy A32  A52 S22 A53 Glass,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Creative Snoopy Square Electroplating Phone Case for OPPO F7 Soft Soft TPU Silicone Lens Protection Back Cover-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
25 W Fast Charger 25W Adapter,KSh 892,"KSh 1,487",40%,3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Edifier NeoBuds S Hi-Res ANC Earbuds With LHDC Noise-canceling Unique,"KSh 13,990","KSh 19,990",30%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Solid Color Adhesive Bluetooth-compatible Earphone Sticker-Pink,",KSh 101,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Earphone Silicone Protective Case For JBL T280TWS,"KSh 1,500","KSh 3,000",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Sandisk 32GB Ultra Fit USB 3.2  Gen 1 Flash Drive,"KSh 1,199","KSh 2,398",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Motorcycle Mobile Phone Holder Stand & Umbrella Rainproof Sunshade Bicycle Outdoor,"KSh 1,678","KSh 1,699",1%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Leather Card Wallet Flip Cover For Oppo A96 5G,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo 10000mAh Power Bank Fast Charging Micro-USB +typeC,"KSh 1,350","KSh 2,600",48%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo XT62 Headset Bluetooth 5.3 Low Latency,"KSh 1,059","KSh 1,999",47%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Vision Plus Cool Pods - Black,"KSh 2,040",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Vision Plus Fast Charger - Black,"KSh 1,360",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Smart Watch Wireless Bluetooth Headset Set-green,KSh 870,"KSh 1,000",13%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Samsung Galaxy M42 5G PC + TPU Shockproof Protective Case With Metal Ring Holder(Green),KSh 150,"KSh 2,000",93%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Huawei Y6 Pro Smartphone 5.0"" Touch Display 64 GB ROM,4 GB RAM, Android 7, Dual SIM - Gold","KSh 5,999","KSh 11,000",45%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
RGB Video Light Stick Wand Party Colorful LED Lamp Fill Light Handheld Flash Speedlight Photography,"KSh 1,840","KSh 2,999",39%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wireless Fingerprint Touch Headset Bluetooth 5.1 Earphones,KSh 500,"KSh 1,000",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Can Display Sports Fitness Noise Reduction Bluetooth Headset,"KSh 1,100","KSh 1,739",37%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Standing Remote Control Selfie Stick Wireless Folding Tripod,"KSh 1,480","KSh 2,753",46%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2.09 Smart Watch Full Touch Screen - Health Gold,"KSh 1,790","KSh 2,557",30%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
U&I Trans Series Dual Engine 38W Car Charger,KSh 415,KSh 800,48%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"C Idea Adult 7 Inch Portable Tablet,Android 12 Tablet PC With SIM Card Slot  Green)","KSh 8,999","KSh 12,000",25%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
For Samsung Galaxy Tab 4 10.1 / T530 Painted Pattern Leather Case(Cat Back View),"KSh 1,200","KSh 2,999",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Ample Type C to Lightning - White,KSh 299,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2.09 Smart Watch Full Touch Screen - Sports Pink,"KSh 1,790","KSh 2,557",30%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"IPhone XS Max Case, 3 In 1 Combination Hard Case Coated Anti-Fingerprint Non Slip Matte Surface Electroplate Frame Cover For IPhone XS Max","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hard Case Cover For Oppo A16K,KSh 180,KSh 450,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cell Phone Lens Universal 18X Optical Zoom Lens Manual Telescope Lens With Clamp,"KSh 2,240","KSh 5,600",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bling Glitter Diamond Soft Cover For Samsung Galaxy A21S A31 A41 A51 A71 M11 M21 M31 A10S A20S A20E A30S A40 A50 S20 Plus Case-Rose Gold,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo X20 Headset Bluetooth 5.2 Ear Clip Bass Gaming 350Mah,"KSh 2,699","KSh 3,134",14%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cidea C Idea 7 Inch Android 12 Tablet With SIM Card Slot 64GB Expandable Storage Grey,"KSh 8,999","KSh 12,000",25%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Smart Watch  IP68 Waterproof 1.6inch 466*466 AMOLD,"KSh 3,999","KSh 4,999",20%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Edifier NeoBuds Pro Hi-Res ANC Earbuds With LHDC Noise-canceling Unique,"KSh 11,990","KSh 18,802",36%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Xiaomi Redmi Note 11 5G / 11T 5G / 11S 5G / Poco M4 Pro 5G NCamshield PC Phone Case(Black),KSh 742,"KSh 1,856",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Full Touch Screen Smart Watch - For Android & IOS,"KSh 1,590","KSh 3,050",48%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy S8 Plus Case, Heavy Duty Hybrid Hard PC Soft TPU Rugged Bumper 3 In 1 Protection Case Cover For Samsung Galaxy S8 Plus","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Ample 20W USB Charger - White,"KSh 1,500",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Luxury Flip Case Cover For Samsung Galaxy M32 5G-Red,KSh 288,KSh 719,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Itel 20000mAh  Mobile Power Charge Bank Star 200,"KSh 2,050","KSh 3,500",41%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Full Cover GlFor OPPO Reno 7 GlFor OPPO Reno 7 Tempered Gl9H HD  For OPPO Reno 7 Reno7 4G Lens Glass-For Reno 7 (4G),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Stereo Bluetooth Headphones 3-day Battery Life Noise Reduction Earbuds,KSh 590,KSh 870,32%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
HydroFilm For OnePlus 10 9 7T 8 7 Pro 6 6T Nord2 Cover For One Plus 9R 9RT Nord CE N10 5G N100 Not Glass-3Pcs Front Film,"KSh 1,156","KSh 2,890",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Huawei P30 Case, LaimTop PU Leather + Hard PC Magnetic Closure Flip Case Cover For Huawei P30",KSh 370,"KSh 2,000",82%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Middle Frame Bezel For Microsoft Lumia 535,KSh 40,KSh 99,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
General Electronics Multifunctional Wireless Fast Charging Speaker - White,"KSh 1,299","KSh 1,999",35%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Litchi Resilient TPU Case Cover For Samsung Galaxy S10 5G,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
IPhone 13 Mini Case Soft Hat Girl Phone Back Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Realme Realfit E5 Bluetooth TWS Headset,KSh 799,"KSh 1,299",38%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"6"" Ring Light Téléphone Selfie Support",KSh 810,"KSh 1,500",46%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Freeyond Pods1 Earphones BT5.3  ENC Earbuds,"KSh 1,990","KSh 2,899",31%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Phone Vlog Video Kit With Adjustable Tripod/ Stabilizer,"KSh 1,299","KSh 1,999",35%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo XT65 Bluetooth 5.3 Earbuds 500mAh Charge Earphones Headset,"KSh 1,799","KSh 2,999",40%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Full Touch Screen Smart Watch - For Android & IOS,"KSh 1,490","KSh 2,800",47%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cool Smart Bluetooth Motion Detection Smart Bracelet,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lap Keyboard Cover Skin For Acer Aspire 3 A315-56g,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bone Conduction Ear Clip Headphone Noise Reduction Earplugs,KSh 990,"KSh 1,725",43%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Digital Display 5.3 Bluetooth Headset Stereo Transparent Shell,KSh 790,KSh 984,20%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
10 PCS Back Camera Lens Cover With Sticker For Galaxy J7 DUO / J720F,KSh 40,KSh 99,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Realme C-21Y, 6.5"", 4GB+64GB, 13 MP, 5000mAh, 4G LTE, Dual SIM – Cross Black","KSh 14,999",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Vision Plus Moove Neckband - Black,"KSh 1,415","KSh 2,500",43%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
2.09 Smart Watch FullTouchscreen-BusinessSteelbelt,"KSh 1,970","KSh 2,856",31%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
U&I Gold Series Smart Watch - Gold,"KSh 2,999","KSh 5,628",47%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
1.1M Stainless Steel Telescopic Stick Magic Wand Golden Silver 1.5m.5m,KSh 486,"KSh 1,216",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
